country,designation,points,price,province,region_1,region_2,variety,winery
Spain,Crianza,90.0,40.0,Northern Spain,Ribera del Duero,,Tempranillo,Arzuaga
US,Estate Bottled,90.0,29.0,California,Mendocino Ridge,Mendocino/Lake Counties,Syrah,Greenwood Ridge
US,Ancestor Estate Reserve Estate Bottled,90.0,55.0,California,Adelaida District,Central Coast,Bordeaux-style Red Blend,Halter Ranch
Germany,Johannisberger Klaus Spätlese,90.0,40.0,Rheingau,,,Riesling,Johannishof
US,Classic Collection,90.0,24.0,California,Napa Valley,Napa,Petit Verdot,Napa Cellars
US,Proprietary,90.0,48.0,California,Napa Valley,Napa,Red Blend,Paraduxx
US,Schatz Family Reserve,90.0,60.0,California,Lodi,Central Valley,Cabernet Sauvignon,Peltier
Germany,Cuvée Noir,90.0,21.0,Pfalz,,,Red Blend,Pflüger
Germany,Hattenheimer Schützenhaus Kabinett Trocken,90.0,25.0,Rheingau,,,Riesling,Weingut Hans Bausch
US,,90.0,18.0,California,El Dorado,Sierra Foothills,Barbera,Boeger
US,Testa Vineyard,90.0,28.0,California,Mendocino,Mendocino/Lake Counties,Carignane,Donkey & Goat
Australia,Ned & Henry's,90.0,25.0,South Australia,Barossa Valley,,Shiraz,Hewitson
